Date,Issuer,Symbol, Managers,OfferP,OpeningP,FirstDayClose,ScoopStars,txtfile
6/21/2004,Jackson Hewitt Tax Service ,JTX,Goldman Sachs/JP Morgan,$17.00 ,$17.00 ,$17.25 ,1,na
6/22/2004,salesforce.com ,CRM,Morgan Stanley,$11.00 ,$15.00 ,$17.20 ,3,na
6/23/2004,New York Mortgage Trust ,NTR,Friedman Billings Ramsey,$9.00 ,$8.75 ,$8.94 ,2,na
6/23/2004,Xyratex ,XRTX,Credit Suisse First Boston/Citigroup,$14.00 ,$14.00 ,$13.95 ,1,na
6/28/2004,Homex Development ,HXM,Citigroup/Merrill Lynch,$15.80 ,$17.00 ,$17.60 ,2,na
7/8/2004,KongZhong ,KONG,UBS Investment Bank,$10.00 ,$10.25 ,$10.10 ,3,na
7/9/2004,Affirmative Insurance Holdings ,AFFM,Piper Jaffray,$14.00 ,$14.00 ,$14.02 ,1,na
7/15/2004,Collegiate Funding Services ,CFSI,JP Morgan/Merrill Lynch,$16.00 ,$16.00 ,$15.64 ,2,na
7/15/2004,Freescale Semiconductor ,FSL,Goldman Sachs/Citigroup/JP Morgan,$13.00 ,$13.00 ,$14.02 ,2,na
7/15/2004,QC Holdings ,QCCO,Ferris Baker Watts/JMP Securities,$14.00 ,$14.50 ,$15.20 ,2,na
7/21/2004,Idenix Pharmaceuticals ,IDIX,Goldman Sachs/Banc of America,$14.00 ,$14.08 ,$13.45 ,2,na
7/21/2004,Blackbaud ,BLKB,JP Morgan/Banc of America,$8.00 ,$8.35 ,$8.55 ,2,na
7/22/2004,Lumera ,LMRA,Paulson Investment,$6.95 ,$7.03 ,$6.01 ,1,na
7/22/2004,Top Tankers ,TOPT,Cantor Fitzgerald,$11.00 ,$11.00 ,$10.60 ,1,na
7/22/2004,Bucyrus International ,BUCY,Goldman Sachs,$18.00 ,$20.15 ,$22.50 ,2,na
7/27/2004,Gramercy Capital ,GKK,Wachovia/Merrill Lynch,$15.00 ,$15.00 ,$15.00 ,1,na
7/29/2004,EnerSys ,ENS,Morgan Stanley/Lehman Brothers,$12.50 ,$12.50 ,$12.50 ,1,na
8/4/2004,New River Pharmaceuticals ,NRPH,WR Hambrecht,$8.00 ,$8.01 ,$7.50 ,1,na
8/9/2004,WPT Enterprises ,WPTE,Feltl and Company,$8.00 ,$9.15 ,$6.86 ,1,na
8/26/2004,eCOST.com ,ECST,William Blair,$5.80 ,$6.40 ,$6.00 ,1,na
9/22/2004,Educate ,EEEE,Goldman Sachs/Merrill Lynch,$12.20 ,$12.20 ,$11.99 ,2,na
9/28/2004,CPFL Energia ,CPL,Merrill Lynch/Pactual Capital,$18.00 ,$18.00 ,$18.00 ,2,na
9/28/2004,JAMDAT Mobile ,JMDT,Lehman Brothers/Merrill Lynch,$16.00 ,$23.00 ,$22.51 ,3,na
9/29/2004,Primus Guaranty ,PRS,Lehman Brothers/Morgan Stanley,$13.50 ,$13.50 ,$13.50 ,3,na
9/29/2004,CallWave ,CALL,Deutsche Bank,$10.00 ,$11.00 ,$9.55 ,2,na
10/6/2004,New York & Company ,NWY,Bear Stearns/JP Morgan,$17.00 ,$19.00 ,$19.30 ,2,na
10/7/2004,Hutchison Telecommunications International,HTX,Goldman Sacha (Asia),$11.67 ,$11.35 ,$11.26 ,1,na
10/7/2004,B&G Foods Holdings,BGF,RBC Capital Markets/Credit Suisse First Boston/Merrill Lynch,$15.00 ,$15.05 ,$15.00 ,1,na
10/14/2004,China Finance Online ,JRJC,JP Morgan,$13.00 ,$15.50 ,$11.70 ,3,na
10/18/2004,Interchange ,INCX,Roth Capital Partners,$8.00 ,$8.30 ,$7.65 ,1,na
10/20/2004,TelVent GIT ,TLVT,Merrill Lynch/Lehman Brothers,$9.00 ,$9.05 ,$9.02 ,1,na
10/21/2004,U-Store-It Trust ,YSI,Lehman Brothers,$16.00 ,$17.00 ,$16.50 ,1,na
10/28/2004,Rand Acquisition,RACQU,EarlyBirdCapital,$6.00 ,$6.00 ,$6.02 ,1,na
11/4/2004,Arlington Tankers Ltd. ,ATB,UBS Investment Bank/Jefferies,$20.00 ,$22.30 ,$22.04 ,3,na
11/9/2004,China Netcom Group ,CN,China International/Citigroup/Goldman Sachs (Asia),$21.82 ,$23.85 ,$24.90 ,1,na
12/8/2004,OccuLogix ,RHEO,Citigroup,$12.00 ,$13.00 ,$12.00 ,2,na
12/9/2004,First State Financial ,FSTF,Advest,$12.00 ,$12.75 ,$12.72 ,3,na
12/13/2004,Orange 21 ,ORNG,Roth Capital Partners/First Albany,$8.75 ,$9.65 ,$10.00 ,2,na
12/13/2004,BlueLinx Holdings ,BXC,Goldman Sachs/Morgan Stanley,$13.50 ,$13.50 ,$13.50 ,1,na
12/13/2004,Knoll ,KNL,Goldman Sachs/UBS Investment Bank,$15.00 ,$16.30 ,$17.10 ,2,na
12/15/2004,Feldman Mall Properties ,FMP,Friedman Billings Ramsey,$13.00 ,$13.00 ,$12.85 ,1,na
12/15/2004,Interline Brands ,IBI,Credit Suisse First Boston/Lehman Brothers,$15.00 ,$15.00 ,$17.30 ,2,na
12/15/2004,Advance America Cash Advance ,AEA,Morgan Stanley,$15.00 ,$20.50 ,$20.50 ,3,na
1/25/2005,Education Realty Trust ,EDR,JP Morgan/UBS Investment Bank,$16.00 ,$16.25 ,$16.45 ,1,na
1/27/2005,National Interstate ,NATL,Merrill Lynch,$13.50 ,$14.25 ,$15.58 ,2,na
2/2/2005,DryShips ,DRYS,Cantor Fitzgerald,$18.00 ,$19.80 ,$20.20 ,3,na
2/2/2005,Favrille ,FVRL,Bear Stearns,$7.00 ,$7.15 ,$6.80 ,1,na
2/2/2005,Icagen ,ICGN,UBS Investment Bank,$8.00 ,$8.05 ,$7.30 ,1,na
2/3/2005,American Reprographics ,ARP,Goldman Sachs/Morgan Stanley,$13.00 ,$13.05 ,$13.75 ,1,na
2/7/2005,GRAVITY Co. Ltd .,GRVY,Credit Suisse First Boston,$13.50 ,$13.76 ,$12.59 ,1,na
2/14/2005,Veri-Tek International ,VCC,Anderson & Strudrick,$6.00 ,$6.20 ,$6.90 ,1,na
2/14/2005,Alpha Natural Resources ,ANR,Morgan Stanley/Citigroup,$19.00 ,$22.50 ,$22.69 ,2,na
2/15/2005,Wright Express,WXS,JP Morgan/Credit Suisse First Boston/Merril Lynch,$18.00 ,$17.50 ,$17.70 ,1,na
2/16/2005,Coastal Bancshare Acquisition,CBASU,I-Bankers/Newbridge,$6.00 ,$6.35 ,$6.31 ,1,na
2/17/2005,Aldabra Acquisitions,ALBAU,Morgan Joseph/EarlyBirdCapital,$6.00 ,$6.20 ,$6.30 ,1,na
2/24/2005,Ardent Acquisition,AACQU,EarlyBirdCaptial,$6.00 ,$6.10 ,$6.31 ,1,na
3/10/2005,Shamir Optical Industry ,SHMR,William Blair/CIBC World Markets,$14.00 ,$19.49 ,$16.00 ,2,na
4/12/2005,Mercator Partners Acquisitions ,MPAQU/MPABU),HCFP/Brenner - Morgan Joseph,$10.10 ,$10.15 ,$10.30 ,1,na
4/12/2005,PRB Gas Transportation ,PRB,Gilford Securities,$5.50 ,$7.70 ,$7.65 ,2,na
4/18/2005,Terra Nova Acquisition,TNVAU,EarlyBird Capital,$6.00 ,$6.09 ,$6.22 ,1,na
4/22/2005,KBL Healthcare Acquisition Corp. II ,KBLHU,EarlyBirdCapital,$6.00 ,$6.01 ,$6.30 ,1,na
5/4/2005,Lazard ,LAZ,Goldman Sachs,$25.00 ,$25.00 ,$24.00 ,3,na
5/4/2005,Lazard Ltd. ,LDZ,Goldman Sachs,$25.00 ,$24.00 ,$24.00 ,3,na
5/5/2005,Bois d'Arc Energy ,BDE,Raymond James,$13.00 ,$13.25 ,$12.65 ,2,na
5/5/2005,China Techfaith Wireless Communication Technology ,CNTF,Merrill Lynch,$16.25 ,$16.27 ,$15.32 ,1,na
5/25/2005,SSA Global Technologies ,SSAG,JP Morgan/Citigroup,$11.00 ,$11.50 ,$11.00 ,1,na
6/3/2005,Aries Maritime Transportation  ,RAMS,Jefferies/Credit Suisse First Boston,$12.50 ,$12.54 ,$12.97 ,2,na
6/15/2005,Gentium S.p.A. ,GNT,Maxim Group/I-Bankers,$9.00 ,$8.50 ,$8.90 ,1,na
6/21/2005,Builders FirstSources,BLDR,UBS Investment Bank/Deutsche Bank,$16.00 ,$16.52 ,$15.44 ,3,na
6/28/2005,TAC Acquisition ,TACAU,Wedbush Morgan,$6.00 ,$6.15 ,$6.01 ,1,na
6/28/2005,Deerfield Triarc Capital ,DFR,Credit Suisse First Boston/Merrill Lynch/UBS Investment Bank/Deutsche Bank,$16.00 ,$16.00 ,$16.00 ,1,na
6/29/2005,Services Acquisition Corp. International,SVIU,Broadband Capital Management,$8.00 ,$8.05 ,$8.00 ,1,na
6/30/2005,Courtside Acquisition ,CRBU,EarlyBirdCaptial/ThinkEquity Partners,$6.00 ,$5.85 ,$6.00 ,1,na
7/12/2005,Focus Media Holding Limited ,FMCN,Goldman Sachs/Credit Suisse First Boston,$17.00 ,$18.75 ,$20.20 ,2,na
7/14/2005,Fortress America Acquisition ,FAACU,Sunrise Securities,$6.00 ,$6.00 ,$6.00 ,1,na
7/14/2005,Israel Technonlgy Acquisition ,ISLTU,EarlyBirdCapital,$6.00 ,$6.05 ,$5.80 ,1,na
7/14/2005,Oakmont Acquisition ,OMACU,Morgan Joseph/Wells Fargo,$6.00 ,$6.00 ,$6.00 ,1,na
7/14/2005,Quintana Maritine ,QMAR,Citigroup/Morgan Stanley,$11.50 ,$11.00 ,$11.26 ,1,na
7/15/2005,Juniper Partners Acquisition,JNPPU,HCFP/Brenner Securities/Brean Murray,$10.50 ,$10.50 ,$10.40 ,1,na
7/15/2005,Juniper Partners Acquisition,JNPPZ,HCFP/Brenner Securities/Brean Murray,$10.10 ,$10.10 ,$10.05 ,1,na
7/21/2005,Genco Shipping & Trading ,GSTL,Jefferies/Morgan Stanley,$21.00 ,$21.00 ,$20.87 ,1,na
7/21/2005,Maidenform Brands ,MFB,UBS Investment Bank/Credit Suisse First Boston,$17.00 ,$20.50 ,$19.85 ,2,na
7/28/2005,Patriot Capital Funding ,PCAP,AG Edwards,$14.00 ,$14.75 ,$14.05 ,1,na
7/29/2005,Healthcare Acquisition,HAQ.U,Maxim Group/I-Bankers,$8.00 ,$8.00 ,$8.00 ,1,na
8/2/2005,The Republic Group ,RUTX,JP Morgan/Banc of America,$14.00 ,$14.00 ,$14.15 ,1,na
8/3/2005,Eschelon Telecom ,ESCH,Lehman Brothers/Jefferies,$14.00 ,$13.78 ,$13.15 ,1,na
8/3/2005,WorldSpace ,WRSP,UBS Investment Bank,$21.00 ,$24.10 ,$22.36 ,3,na
8/4/2005,Chardan Southj China Acquisition,CSCAU,EarlyBridCapital,$6.00 ,$5.98 ,$6.15 ,1,na
8/4/2005,Hoku Scientific ,HOKU,Piper Jaffray,$6.00 ,$6.01 ,$5.36 ,1,na
8/8/2005,Seaspan ,SSW,Citigroup/Merrill Lynch,$21.00 ,$21.10 ,$21.30 ,1,na
8/9/2005,China Medical Technologies ,CMED,UBS Investment Bank,$15.00 ,$15.45 ,$16.20 ,2,na
8/10/2005,Heartland Payment Systems ,HPY,Citigroup,$18.00 ,$22.50 ,$24.51 ,2,na
8/10/2005,Refco ,RFX,Credit Suisse First Boston/Goldman Sachs/Banc of America,$22.00 ,$26.25 ,$27.48 ,3,na
8/18/2005,Stone Acarde Acquisition ,SCDEU,Morgan Joseph,$6.00 ,$6.04 ,$6.15 ,1,na
8/18/2005,Ithaka Acquisition ,ITHKU,EarlyBirdCaptial/ThinkEquity,$6.00 ,$5.95 ,$5.85 ,1,na
8/23/2005,Ready Mix ,RMX,"Ladenburg, Thalmann/Wunderlich Securities",$11.00 ,$12.00 ,$12.10 ,1,na
8/26/2005,Ad.Venture Partners ,AVPAU,Wedbush Morgan,$6.00 ,$6.01 ,$5.90 ,1,na
9/9/2005,Coconut Palm Acquisition ,CNUTU,Morgan Joseph/EarlyBirdCapital,$6.00 ,$6.20 ,$6.20 ,1,na
9/20/2005,Nexity Financial ,NXTY,Raymond James,$16.00 ,$16.31 ,$16.25 ,1,na
9/26/2005,Sunesis Pharmaceuticals ,SNSS,Lehman Brothers/SG Cowen,$7.00 ,$7.09 ,$6.50 ,1,na
10/13/2005,PokerTek ,PTEK,Feltl,$11.00 ,$11.30 ,$10.25 ,2,na
10/18/2005,CBOT Holdings ,BOT,Credit Suisse First Boston/JP Morgan,$54.00 ,$80.75 ,$80.30 ,4,na
10/19/2005,Federal Services Acquisition ,FDSUA,CRT Capital Group,$6.00 ,$6.10 ,$6.01 ,1,na
10/21/2005,Paramount Acquisition ,PMQCU,EarlyBirdCapital,$6.00 ,$6.05 ,$6.19 ,1,na
10/24/2005,Key Hospitality Acquisition ,KHPAU,Maxim Group,$8.00 ,$8.00 ,$8.00 ,1,na
10/24/2005,Platinum Energy Resources ,PGRIU,Casimir Capital/Cantor Fitzgerald,$8.00 ,$7.75 ,$7.50 ,1,na
10/26/2005,MathStar ,MATH,Feltl,$6.00 ,$6.50 ,$5.90 ,1,na
11/1/2005,Website Pros ,WSPI,Friedman Billings Ramsey,$10.00 ,$10.02 ,$10.01 ,1,na
11/8/2005,Boardwalk Pipeline Partners L.P.,BWP,Citigroup/Lehamn Brothers,$19.50 ,$19.50 ,$18.95 ,3,na
11/8/2005,CombinatoRx ,CRXX,SG Cowen/Pacific Growth Equities,$7.00 ,$7.09 ,$7.85 ,1,na
11/10/2005,Cold Spring Capital ,CDS-U,Deutsche Bank,$6.00 ,$5.80 ,$5.90 ,1,na
11/14/2005,Vimicro International ,VIMC,Morgan Stanley,$10.00 ,$10.01 ,$8.36 ,1,na
11/15/2005,IntercontinentalExchange ,ICE,Morgan Stanley/Goldman Sachs,$26.00 ,$39.00 ,$39.25 ,3,na
11/17/2005,Under Armour ,UARM,Goldman Sachs,$13.00 ,$31.00 ,$25.30 ,3,na
11/21/2005,Union Drilling ,UDRL,JPMorgan/Jefferies,$14.00 ,$13.61 ,$14.41 ,1,na
12/9/2005,WiderThan ,WTHN,JPMorgan/Merrill Lynch,$12.00 ,$14.50 ,$12.00 ,1,na
12/13/2005,Suntech Power Holdings ,STP,Credit Suisse First Boston/Morgan Stanley,$15.00 ,$20.35 ,$21.20 ,2,na
12/14/2005,Copa Holdings S.A. ,CPA,Morgan Stanley/Goldman Sachs,$20.00 ,$22.53 ,$24.25 ,3,na
12/15/2005,Endeavor Acquisition,EDA-U,Ladenburg Thalmann/Broadband Capital Markets,$8.00 ,$8.01 ,$8.00 ,1,na
12/15/2005,Emergency Medical Services ,EMS,Banc of America/JP Morgan,$14.00 ,$14.00 ,$13.10 ,1,na
12/15/2005,Spansion ,SPSN,Citigroup/Credit Suisse First Boston,$12.00 ,$12.00 ,$13.55 ,1,na
12/16/2005,Star Maritime Acquisition ,SEA-U,Maxim Group/EarlyBirdCapital,$10.00 ,$9.90 ,$9.92 ,1,na
12/16/2005,Boulder Specialty Brands ,BDSBU,Citigroup/Roth Capital Partners,$8.00 ,$9.00 ,$9.00 ,1,na
12/20/2005,Pixelplus Ltd. ,PXPL,Jefferies Broadview/WR Hambracht+Co.,$8.00 ,$8.03 ,$8.01 ,1,na
12/21/2005,NUCRYST Pharmaceuticals ,NCST,Jefferies,$10.00 ,$10.00 ,$10.00 ,1,na
1/24/2006,Argyle Security Acquisition ,ARGLU,Rodman & Renshaw/I-Bankers,$8.00 ,$8.00 ,$7.95 ,1,na
1/25/2006,Highbury Financial ,HBRYU,ThinkEquity Partners/EarlyBirdCapital,$6.00 ,$6.00 ,$6.00 ,1,na
1/25/2006,Chipotle Mexican Grill ,CMG,Morgan Stanley/SG Cowen,$22.00 ,$45.00 ,$44.00 ,3,na
1/30/2006,IncrediMAIL Ltd. ,MAIL,Maxim Group,$7.50 ,$9.21 ,$8.51 ,1,na
1/30/2006,Regency Energy Partners L.P. ,RGNC,UBS Investment Bank/Lehman Brothers,$20.00 ,$20.01 ,$19.81 ,2,na
1/31/2006,FortuNet ,FNET,W.R. Hambrecht + Co,$9.00 ,$9.15 ,$9.05 ,1,na
1/31/2006,Koppers Holdings ,KOP,Credit Suisse/UBS Investment Bank,$14.00 ,$14.60 ,$15.75 ,2,na
2/1/2006,Digital Music Group ,DMGI,I-Bankers Securities/FTN Midwest Securities,$9.75 ,$9.75 ,$9.25 ,2,na
2/15/2006,Global Logistics Acquisitions ,GLA.U,BB&T Capital Markets/EarlyBirdCapital,$8.00 ,$8.00 ,$8.11 ,1,na
2/23/2006,Pacific Airport Group ,PAC,Credit Suisse,$21.00 ,$30.00 ,$28.26 ,2,na
2/28/2006,Grubb & Ellis Realty Advisors ,GAV.U,Deutsche Bank,$6.00 ,$6.07 ,$6.10 ,1,na
3/2/2006,India Globalization Capital  ,IGC.U,Ferris Baker Watts/Ladenburg Thalmann,$6.00 ,$6.05 ,$6.35 ,1,na
3/2/2006,Oracle Healthcare Acquisition ,OHAQU,CRT Capital/Ladenberg Thalman,$8.00 ,$8.00 ,$8.50 ,1,na
3/8/2006,Good Harbor Partners Acquisitions ,GHBAU,HCFP/Brenner Securities,$8.50 ,$8.70 ,$9.30 ,1,na
3/8/2006,Good Harbor Partners Acquisitions ,GHBBU,HCFP/Brenner Securities,$10.10 ,$10.21 ,$10.35 ,1,na
3/15/2006,Acquicor Technology ,AQR.U,ThinkEquity Partners/CRT Capital Group,$6.00 ,$6.25 ,$6.80 ,1,na
3/16/2006,Echo Healthcare Acquisition ,EHHAU,Morgan Joseph/RothCapitalPartners,$8.00 ,$8.40 ,$8.30 ,1,na
3/22/2006,North American Insurance Leanders ,NAO.U,CRT Capital Group,$8.00 ,$8.15 ,$8.25 ,1,na
3/23/2006,Global Traffic Network ,GNET,Feltl & Company,$5.00 ,$5.30 ,$5.20 ,1,na
3/23/2006,Tim Hortons ,THI,Goldman Sachs/RBC Capital Markets,$23.16 ,$31.95 ,$28.17 ,4,na
3/29/2006,China GrenTech ,GRRF,Bear Stearns,$18.00 ,$22.06 ,$19.00 ,2,na
3/30/2006,Himax Technologies ,HIMX,Morgan Stanley,$9.00 ,$9.12 ,$8.75 ,2,na
3/30/2006,Phoenix India Acquisition ,PXIAU,Rodman & Renshaw/I-Bankers Securities,$8.00 ,$8.95 ,$8.30 ,1,na
4/4/2006,Visicu ,EICU,Morgan Stanley,$16.00 ,$18.08 ,$24.78 ,2,na
4/5/2006,General Finance ,GFN.U,Morgan Joseph,$8.00 ,$8.20 ,$8.29 ,1,na
4/6/2006,Omega Navigation Enterprises ,ONAV,Jefferies/JPMorgan,$17.00 ,$17.00 ,$16.00 ,1,na
4/11/2006,Asia Automotive Acquisition,AAACU,Rodman & Renshaw,$8.00 ,$8.70 ,$9.40 ,1,na
4/11/2006,JK Acquisition ,JKA.U,Ferris Baker Watts,$6.00 ,$6.00 ,$6.06 ,1,na
4/12/2006,Healthcare Acquisition Partners,HAQPU,FTN Midwest Securities,$6.00 ,$6.10 ,$6.10 ,1,na
4/18/2006,Global Services Partners Acquisitions ,GSPAU,HCFP/Brenner Securities,$8.50 ,$9.55 ,$9.51 ,1,na
4/18/2006,Global Services Partners Acquisitions ,GSPBU,HCFP/Brenner Securities,$10.10 ,$10.80 ,$10.60 ,1,na
4/18/2006,Terra Nova Acquisition,TNVAU,EarlyBird Capital,$6.00 ,$6.09 ,$6.22 ,1,na
4/25/2006,Shanghai Century Acquisition ,SHA.U,I-Bankers/WR Hambrecht+Co,$8.00 ,$8.65 ,$8.65 ,1,na
4/26/2006,Harbor Acquisition ,HAC.U,Ferris Baker Watts/Brean Murray,$6.00 ,$8.65 ,$6.23 ,1,na
4/27/2006,RAM Holdings ,RAMR,Banc of America/Merrill Lynch,$13.00 ,$12.99 ,$13.20 ,1,na
5/9/2006,Novacea ,NOVC,Bear Stearns/Cowen,$6.50 ,$6.50 ,$6.50 ,1,na
5/10/2006,Compass Group Diversified Holdings,CODI,Ferris Baker Watts,$15.00 ,$14.55 ,$15.03 ,1,na
5/11/2006,Ascend Acquisiton ,ASAQU,EarlyBirdCapital,$6.00 ,$6.10 ,$6.21 ,1,na
5/31/2006,CTC Media ,CTCM,Deutsche Bank,$14.00 ,$14.75 ,$17.00 ,2,na
6/1/2006,HD Partners Acquisition ,HDP-U,Morgan Joseph,$8.00 ,$8.05 ,$8.01 ,1,na
6/5/2006,Community Bankers Acquisition ,BTC.U,I-Bankers/Maxim Group,$8.00 ,$7.90 ,$7.85 ,1,na
6/27/2006,Replidyne ,RDYN,Merril Lynch/Morgan Stanley,$10.00 ,$10.00 ,$10.25 ,1,na
6/27/2006,J. Crew Group ,JCG,Goldman Sachs/Bear Stearns,$20.00 ,$25.05 ,$25.55 ,3,na
6/28/2006,Aventine Renewable Energy Holdings ,AVR,Banc of America/Friedman Billings Ramsey/Goldman Sachs,$43.00 ,$41.75 ,$38.37 ,3,na
6/29/2006,Gmarket ,GMKT,Goldman Sachs In't/Cowen,$15.25 ,$19.10 ,$15.10 ,2,na
7/13/2006,"Valero GP Holdings, LLC ",VEH,Lehman Brothers,$22.00 ,$22.00 ,$22.00 ,2,na
7/18/2006,Energy Infrastructure Acquisition,EII-U,Maxim Group,$10.00 ,$10.00 ,$9.80 ,1,na
7/19/2006,Millenium India Acquisition ,MQC-U,Ladenburg Thalmann,$8.00 ,$7.50 ,$7.71 ,1,na
7/20/2006,"Atlas Pipeline Holdings, L.P. ",AHD,Lehman Brothers,$23.00 ,$23.00 ,$23.00 ,1,na
8/8/2006,Qimonda AG ,QI,Credit Suisse/JPMorgan,$13.00 ,$13.50 ,$13.54 ,1,na
8/24/2006,Marathon Acquisition ,MAQ-U,Citigroup,$8.00 ,$8.00 ,$8.00 ,1,na
8/30/2006,Energy Services Acquisition ,ESA-U,Ferris Baker Watts,$6.00 ,$5.60 ,$5.77 ,1,na
9/20/2006,Home Diagnostics ,HDIX,JPMorgan,$12.00 ,$12.00 ,$12.61 ,1,na
9/21/2006,CommVault Systems ,CVLT,Credit Suisse/Goldman Sachs,$14.50 ,$16.00 ,$17.00 ,2,na
10/3/2006,Rhapsody Acquisition ,RPSDU,EarlyBirdCapital ,$8.00 ,$8.03 ,$8.13 ,1,na
10/5/2006,Danaos ,DAC,Merrill Lynch/Citigroup,$21.00 ,$21.00 ,$20.85 ,2,na
10/11/2006,Fortissimo Acquisition ,FSMOU,EarlyBirdCapital,$6.00 ,$6.03 ,$5.84 ,1,na
10/12/2006,SAIC ,SAI,Morgan Stanley/Bear Stearns,$15.00 ,$17.00 ,$18.18 ,3,na
10/12/2006,Ultrapetrol (Bahamas) Limited ,ULTR,UBS Investment Bank/Bear Stearns,$11.00 ,$11.00 ,$10.54 ,1,na
10/16/2006,"Universal Compression Partnership, L.P. ",UCLP,Merrill Lynch/Lehman Brothers,$21.00 ,$22.50 ,$22.53 ,1,na
10/18/2006,Granahan McCourt Acquisition ,GHN-U,Deutsche Bank,$8.00 ,$8.00 ,$8.00 ,1,na
10/18/2006,Ivivi Technologies ,II,Maxim Group,$6.00 ,$6.00 ,$6.07 ,1,na
10/24/2006,GateHouse Media ,GHS,Goldman Sachs/Wachovia,$18.00 ,$21.60 ,$21.17 ,2,na
10/25/2006,Home Inns & Hotel Management ,HMIN,Credit Suisse/Merrill Lynch,$13.80 ,$22.00 ,$22.50 ,3,na
10/31/2006,RRSat Global Communications Netwrok ,RRST,CIBC World Markets/Thomas Weisel Partners,$12.50 ,$14.02 ,$15.03 ,1,na
11/9/2006,Thermage ,THRM,Merrill Lynch,$7.00 ,$7.00 ,$6.75 ,1,na
11/9/2006,Capella Education ,CPLA,Credit Suisse ,$20.00 ,$25.00 ,$25.11 ,3,na
11/15/2006,Allot Communications ,ALLT,Lehman Brothers/Deutsche Bank,$12.00 ,$14.50 ,$13.81 ,3,na
11/15/2006,KBR ,KBR,Credit Suisse/Goldman Sachs/UBS Investment Bank,$17.00 ,$21.00 ,$20.75 ,2,na
11/16/2006,NYMEX Holdings ,NMX,JPMorgan/Merrill Lynch,$59.00 ,$120.00 ,$132.99 ,4,na
11/20/2006,Spirit AeroSystems Holdings ,SPR,Credit Suisse/Goldman Sachs/Morgan Stanley,$26.00 ,$27.55 ,$27.48 ,2,na
11/21/2006,North American Energy Partners ,NOA,Credit Suisse/UBS Investment Bank/Jefferies,$16.00 ,$15.50 ,$16.10 ,1,na
11/28/2006,Grupo Aeroportuario del Centro Norte ,OMAB,Citigroup,$18.00 ,$22.00 ,$20.85 ,3,na
11/29/2006,Netlist ,NLST,Thomas Weisel Partners,$7.00 ,$7.50 ,$8.10 ,2,na
12/6/2006,Smart Move ,MVU-U,Newbridge Securities/I-Bankers,$5.00 ,$5.15 ,$5.05 ,1,na
12/7/2006,Aegean Marine Petroleum Network ,ANW,Bear Streans,$14.00 ,$15.00 ,$16.02 ,2,na
12/12/2006,Atlas Energy Resources LLC ,ATN,UBS Investment Bank/Wachovia/AG Edwards,$21.00 ,$21.86 ,$22.10 ,2,na
12/13/2006,Genesis Lease Limited ,GLS,Citigroup/JPMorgan,$23.00 ,$24.40 ,$23.65 ,2,na
12/14/2006,Pantheon China Acquisition ,PCQCU,EarlyBirdCapital/Legand Merchant Group,$6.00 ,$6.10 ,$6.23 ,1,na
12/18/2006,Middle Kingdom Alliance ,MKGBU,I-Baners/Newbridge Securities,$8.00 ,$8.00 ,$8.00 ,1,na
12/18/2006,Restaurant Acquisition Partners ,RAPIU,Capital Growth Financial,$6.00 ,$6.00 ,$6.00 ,1,na
12/18/2006,Melco PBL Entertainment (Macau) Ltd ,MPEL,Credit Suisse/Citigroup/UBS Investment Trust,$19.00 ,$22.00 ,$21.55 ,4,na
12/19/2006,Solarfun Power Holdings ,SOLF,Goldman Sachs (Asia),$12.50 ,$12.50 ,$9.96 ,3,na
12/19/2006,Transforma Acquisition Group ,TAQ-U,Banc of America/CRT Capital Group,$8.00 ,$7.95 ,$7.94 ,1,na
12/20/2006,Shine Media Acquisition ,SHND-U,Merriman Curhan Ford,$6.00 ,$6.00 ,$6.15 ,1,na
12/21/2006,Freedom Acquisition Holdings ,FRH-U,Citigroup,$10.00 ,$10.00 ,$10.00 ,1,na
1/11/2007,Legacy Reserves LP ,LGCY,Wachovia/Friedman Billings Ramsey,$19.00 ,$19.00 ,$20.30 ,1,na
1/30/2007,Employers Holdings ,EIG,Morgan Stanley,$17.00 ,$20.00 ,$19.97 ,2,na
2/5/2007,Cellcom Israel ,CEL,Goldman Sachs/Citigroup/Deutsche Bank,$20.00 ,$20.30 ,$19.54 ,3,na
2/6/2007,3SBio ,SSRX,UBS Investment Bank,$16.00 ,$17.50 ,$14.85 ,2,na
2/6/2007,JA Solar Holdings Co. Ltd ,JASO,CIBC World Markets/Piper Jaffray,$15.00 ,$19.06 ,$19.50 ,2,na
2/9/2007,VeriChip ,CHIP,Merriman Curhan Ford,$6.50 ,$6.50 ,$6.50 ,1,na
2/26/2007,Rosetta Genomics ,ROSG,"C.E. Unterberg, Towbin",$7.00 ,$7.02 ,$7.32 ,1,na
3/8/2007,Xinhua Finance Media Limited ,XFML,JPMorgan/UBS Investment Bank,$13.00 ,$13.00 ,$11.35 ,3,na
3/15/2007,FCStone Group ,FCSX,BMO Capital Markets/Banc of America,$24.00 ,$29.32 ,$31.13 ,2,na
3/15/2007,Tongjitang Chinese Medicines ,TCM,Merrill Lynch/UBS Investment Bank,$10.00 ,$10.00 ,$9.75 ,1,na
3/22/2007,CastlePoint Holdings ,CPHL,Friedman Billings Ramsey,$14.50 ,$15.60 ,$16.15 ,3,na
3/27/2007,eTelecare Global Solutions ,ETEL,Morgan Stanley,$13.50 ,$13.75 ,$14.55 ,2,na
